638,Cycling Women's Keirin
639,"Archery Men's Au Cordon Dore, 50 metres"
640,Swimming Women's 300 metres Freestyle
641,Snowboarding Women's Giant Slalom
642,"Canoeing Men's Canadian Singles, 200 metres"
643,Sailing Mixed 30 metres
644,"Athletics Men's 4,000 metres Steeplechase"
645,"Athletics Men's 5,000 metres, Team"
646,Snowboarding Men's Slopestyle
647,Rowing Men's Coxed Pairs (1 mile)
648,Art Competitions Mixed Unknown Event
649,Cycling Women's Omnium
650,Freestyle Skiing Men's Halfpipe
651,Swimming Men's 200 metres Obstacle Course
652,Swimming Men's 200 metres Team Swimming
653,Sailing Mixed 12 foot
654,"Art Competitions Mixed Music, Instrumental And Chamber"
655,"Art Competitions Mixed Music, Vocals"
656,"Art Competitions Mixed Literature, Dramatic Works"
657,Jeu De Paume Men's Singles
658,Sailing Mixed 10-20 Ton
659,Cycling Men's 1/3 mile
660,Cycling Men's 1 mile
661,Cycling Men's 2 mile
662,"Art Competitions Mixed Sculpturing, Medals And Plaques"
663,"Athletics Men's 1,600 metres Medley Relay"
664,"Croquet Mixed Singles, Two Balls"
665,"Canoeing Men's Folding Kayak Doubles, 10 kilometres"
666,Athletics Men's 60 metres
667,Snowboarding Women's Parallel Giant Slalom
668,Sailing Mixed 2-3 Ton
669,Speed Skating Men's Allround
670,"Shooting Men's Military Rifle, Prone, 600 metres"
671,"Canoeing Men's Canadian Doubles, 10,000 metres"
672,Snowboarding Women's Parallel Slalom
673,"Shooting Men's Dueling Pistol, 30 metres, Team"
674,"Gymnastics Men's Parallel Bars, Teams"
675,"Gymnastics Men's Horizontal Bar, Teams"
